,Mean,Median,25th Percentile,75th Percentile,Min,Max
AUC,0.6764272030651339,0.75,0.5,1.0,0.0,1.0
Accuracy,0.6860153256704979,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,1.0
Precision,0.7196743295019156,0.75,0.6,0.8333333333333334,0.0,1.0
Recall,0.864904214559387,1.0,0.75,1.0,0.0,1.0
Specificity,0.33256704980842916,0.3333333333333333,0.0,0.5,0.0,1.0
Sensitivity,0.864904214559387,1.0,0.75,1.0,0.0,1.0
PPV,0.7196743295019156,0.75,0.6,0.8333333333333334,0.0,1.0
NPV,0.4285823754789272,0.3333333333333333,0.0,1.0,0.0,1.0
