,Feature name,Optimal AUC @ 50%,Above threshold
779,wavelet-LLH_firstorder_Skewness,0.8499868869656437,1
780,log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.8499300699300699,1
781,log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.8499300699300699,0
782,wavelet-LLL_glcm_JointEnergy,0.8499262536873157,0
783,log-sigma-1-0-mm-3D_glcm_Idn,0.849925925925926,0
784,log-sigma-1-0-mm-3D_ngtdm_Strength,0.8499142367066895,1
785,wavelet-LLL_glcm_Autocorrelation,0.8499087591240876,0
786,wavelet-LLL_glcm_JointAverage,0.8499087591240876,0
787,wavelet-LLL_glcm_SumAverage,0.8499087591240876,0
788,wavelet-LLL_gldm_HighGrayLevelEmphasis,0.8499087591240876,0
789,wavelet-LLL_gldm_LowGrayLevelEmphasis,0.8499087591240876,1
790,wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.8499087591240876,0
791,original_glcm_ClusterProminence,0.8498789346246973,1
792,log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.8498789346246973,0
793,wavelet-HHH_firstorder_Uniformity,0.8498592430403503,1
794,wavelet-LLH_firstorder_Kurtosis,0.8498149127445795,0
795,log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.849780701754386,1
796,original_glrlm_ShortRunEmphasis,0.8496827075621365,1
797,wavelet-HLL_glcm_MaximumProbability,0.8496825396825397,1
798,wavelet-HHL_firstorder_Variance,0.8496677740863787,0
799,wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.8496307613954672,1
800,wavelet-LLL_glrlm_RunVariance,0.8496078927396915,0
801,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.8495966692688004,1
802,wavelet-HHL_glcm_Idmn,0.8495609504132232,0
803,wavelet-HLL_firstorder_Median,0.8495609504132231,0
804,wavelet-LLL_firstorder_Minimum,0.8494814814814815,1
805,wavelet-LHL_glcm_Autocorrelation,0.8494794679005205,0
806,wavelet-HLH_firstorder_RootMeanSquared,0.8494666666666667,1
807,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.849390919158361,1
808,log-sigma-2-0-mm-3D_glcm_MCC,0.8493408662900188,0
809,wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.8493173493173493,1
810,wavelet-LLL_glszm_GrayLevelVariance,0.849307629649742,1
811,original_glszm_SmallAreaEmphasis,0.8492524916943521,1
812,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.8491902834008097,0
813,wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.8491659598529827,0
814,wavelet-HLL_firstorder_RootMeanSquared,0.8490762425188654,0
815,wavelet-HHL_glszm_GrayLevelVariance,0.8490566037735849,1
816,log-sigma-4-0-mm-3D_ngtdm_Strength,0.8490456911509543,1
817,wavelet-LHH_glcm_SumSquares,0.849037037037037,0
818,wavelet-LHH_ngtdm_Complexity,0.8490361118653271,0
819,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.8488111888111889,1
820,wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.8487707261292167,0
821,log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8487645940809122,0
822,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.8486859224564143,0
823,wavelet-LHL_glrlm_GrayLevelVariance,0.8486755835300289,1
824,wavelet-HLL_glcm_DifferenceVariance,0.8486005089058524,0
825,wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.8485925925925927,1
826,wavelet-HLL_glrlm_RunEntropy,0.8485444531864673,1
827,wavelet-LLH_glcm_ClusterProminence,0.8485278925619835,1
828,log-sigma-4-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.8484930762964975,0
829,wavelet-HLH_firstorder_Maximum,0.8484848484848485,0
830,log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.8484591461690698,0
831,wavelet-LHH_glrlm_GrayLevelVariance,0.8482893157262905,0
832,log-sigma-2-0-mm-3D_glcm_JointEnergy,0.8482821924993443,0
833,wavelet-LHL_firstorder_Minimum,0.8481781376518218,1
834,wavelet-HLH_glcm_Imc2,0.8481481481481481,0
835,log-sigma-4-0-mm-3D_glcm_Imc2,0.8481302125369922,1
836,log-sigma-5-0-mm-3D_glcm_SumSquares,0.8481302125369922,1
837,log-sigma-1-0-mm-3D_firstorder_Minimum,0.848111888111888,1
838,wavelet-HHH_firstorder_Entropy,0.8480012894906512,0
839,wavelet-HLH_glcm_Correlation,0.8479989035087718,1
840,wavelet-HHH_glcm_Imc2,0.8479989035087718,0
841,log-sigma-4-0-mm-3D_gldm_DependenceEntropy,0.8479640401903755,1
842,wavelet-HLL_glcm_Contrast,0.8477523324851569,0
843,log-sigma-5-0-mm-3D_glcm_ClusterTendency,0.8477266612859834,1
844,wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.8476733977172958,0
845,wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,0.8475509080902587,1
846,wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.8474756690997567,0
847,wavelet-LLH_gldm_GrayLevelVariance,0.8472547488940931,1
848,log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.8472547488940931,0
849,original_glszm_HighGrayLevelZoneEmphasis,0.8472388955582233,0
850,wavelet-HHH_glcm_MCC,0.8471765350877192,0
851,log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.8471760797342193,1
852,wavelet-HLH_glcm_SumSquares,0.8471328671328672,1
853,wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.8470512820512821,1
854,wavelet-HHH_firstorder_RootMeanSquared,0.8470376522702103,0
855,wavelet-LHL_gldm_HighGrayLevelEmphasis,0.8469417617793386,0
856,wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.8466491074041557,0
857,wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.8466491074041557,1
858,wavelet-HHL_firstorder_Maximum,0.8466282894736841,0
859,log-sigma-1-0-mm-3D_glcm_Contrast,0.8464566929133859,0
860,wavelet-LHL_glrlm_RunEntropy,0.8464476699770817,1
861,wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,0.8464335664335664,0
862,wavelet-HLH_glrlm_LongRunEmphasis,0.8463385354141657,0
